id	lastName	givenName1	givenName2	dateOfBirth	sex	isAlive	locality	postcode	originalContext	recordDate
23947	Allgood	Randy	Perla	1969-05-07	F	Y	Wantirna South	3152	null	2014-02-21
23948	Mansour	Leandro	Freeman	1990-03-23	M	Y	Taren Point	2229	null	2010-02-12
23949	Mortimer	Henry	Leonard	1951-08-17	M	Y	Shepparton	3630	null	2014-03-25
23950	Seabrook	Darron	Vaughn	1970-07-14	M	Y	Meadow Heights	3048	null	2012-10-28
23951	Ashman	Antionette	Velma	1959-12-10	F	Y	Templestowe Lower	3107	null	2013-04-22
23952	Jaynes	Ernie	Eugenio	1956-06-20	M	Y	Kilsyth South	3137	null	2005-03-07
23953	Rasberry	Beverley	Mona	1935-01-16	F	N	Landers Shoot	4555	null	2004-03-12
23954	Huston	Angel	Antonia	1984-04-18	M	Y	Ashgrove	4060	null	2016-01-17
23955	Sapp	Amado	Rolf	2008-09-19	M	Y	Dolans Bay	2229	null	2016-08-07
23956	Fant	Gayle	Ezra	1971-01-14	M	Y	Watsonia North	3087	null	2009-11-27
23957	Robinson	Athena	Lenora	1964-05-24	F	Y	Bundoora (Vic.)	3083	null	2008-06-05
23958	Dismuke	Cecil	Danielle	1989-01-03	F	Y	Sefton	2162	null	2008-11-02
23959	Spraggins	Quinn	Andreas	1985-06-12	M	Y	Chatswood	2067	null	2003-09-19
23960	Scrivner	Myra	Krystal	1999-05-17	F	Y	Cornubia	4130	null	2011-02-05
23961	Seiber	Wilmer	Stewart	2005-09-18	M	Y	Oxley Park	2760	null	2014-01-14
23962	Wathen	Jane	Christen	1984-05-26	F	Y	Macquarie Fields	2564	null	2012-02-20
23963	Polk	Megan	Mavis	1942-10-02	F	Y	Kurwongbah	4503	null	2006-01-28
23964	Burnside	Sheryl	Odessa	1967-01-07	F	Y	Carindale	4122	null	2006-02-03
23965	Banning	Lan	Vada	1937-04-27	F	Y	Rose Bay (Tas.)	7015	null	2002-11-03
23966	Folger	Aaron	Louis	1998-09-21	M	Y	Mascot	2020	null	2003-04-28
23967	Georges	Keneth	Bert	2011-10-24	M	Y	Mundamia	2540	null	2016-01-09
23968	Sorrell	Eduardo	Danny	1959-08-11	M	Y	Moggill	4070	null	1999-03-13
23969	Beeler	Raleigh	Nathan	1943-06-27	M	Y	Annangrove	2156	null	2011-09-21
23970	Miner	Hunter	Eddie	1991-04-23	M	Y	Glenelg South	5045	null	2010-11-19
23971	Koski	Hui	Effie	1980-09-06	F	Y	Avondale (Qld)	4670	null	2018-06-25
23972	Marini	Tyron	Andrea	1995-10-15	M	Y	Griffith (ACT)	2603	null	2016-06-06
23973	Kincaid	Waldo	Dorsey	1979-05-21	M	Y	Banksia Grove	6031	null	2017-04-28
23974	Dossett	Mia	Liane	1967-04-19	F	Y	Yendon	3352	null	2006-02-03
23975	Mandeville	Eugenio	Keven	1984-04-19	M	Y	Alexandra Hills	4161	null	2013-10-14
23976	Valenti	Julio	Eugenio	1947-11-23	M	N	Bella Vista	2153	null	2011-12-14
23977	Chew	Mose	Aubrey	1953-09-25	M	Y	Delroy Heights	2830	null	2011-04-26
23978	Unruh	Edna	Mireya	1984-06-28	F	Y	Lysterfield	3178	null	2009-03-17
23979	Clow	Judson	Otto	1965-06-26	M	Y	Cape Verde	International	null	2011-07-19
23980	Helton	Shirlee	Charity	1988-08-20	F	Y	Fairfield (Vic.)	3078	null	2006-05-27
23981	Buckles	Maryjo	Ramona	1992-07-14	F	Y	Peakhurst Heights	2210	null	2009-12-06
23982	Sargeant	Hugh	Galen	1968-08-27	M	Y	Upper Orara	2450	null	2011-01-06
23983	Hedden	Karl	Kenton	1937-08-08	M	Y	Modbury Heights	5092	null	2000-08-19
23984	Rickman	Cecilia	Maribeth	1991-01-07	F	Y	Seaford (Vic.)	3198	null	2015-02-10
23985	Evens	Arnulfo	Joey	1982-05-13	M	Y	Kingsford (NSW)	2032	null	2009-04-26
23986	Janke	Lon	Randal	2003-11-19	M	Y	Carine	6020	null	2008-08-07
23987	Malcom	Roderick	Nicholas	1959-10-03	M	Y	Sunshine North	3020	null	1999-04-28
23988	Denham	Roxana	Princess	1941-08-11	F	Y	Blackmans Point	2444	null	2008-04-22
23989	Kempf	Amado	Arthur	1941-02-19	M	Y	Secret Harbour	6173	null	2004-10-25
23990	Hendricks	Mai	Reina	1981-02-23	F	Y	Bentleigh East	3165	null	2009-06-03
23991	Stringfellow	Tricia	Concepcion	1982-07-19	F	Y	Port Melbourne	3207	null	1999-05-24
23992	Compton	Latonia	Patti	1959-10-05	F	Y	North Turramurra	2074	null	2005-07-21
23993	Marron	Shauna	Cherri	1948-03-01	F	N	Palmyra (WA)	6157	null	2015-04-04
23994	Ippolito	Chelsey	Frankie	1957-12-26	F	Y	Holsworthy	2173	null	2007-01-20
23995	Sites	Isabelle	Thelma	1984-09-09	F	Y	Great Britain	International	null	2015-04-26
23996	Lebaron	Kathrine	Shante	1981-04-17	F	Y	Salisbury North	5108	null	2014-03-04
23997	Laplante	Esteban	Hank	1974-03-10	M	Y	Doncaster East	3109	null	2005-07-24
23998	Hays	Marsha	Geneva	1974-06-16	F	Y	Creswick	3363	null	2011-11-05
23999	Mays	Jere	Adolfo	1965-02-09	M	Y	Albion (Brisbane - Qld)	4010	null	2011-11-28
24000	Woodside	Jonnie	Ashleigh	1947-11-12	F	Y	Tingalpa	4173	null	2004-11-11
24001	Hunsaker	Dwayne	Angel	1973-05-26	M	Y	Burundi	International	null	1999-09-05
24002	Mickle	Giovanni	Cody	2001-11-04	M	Y	Shute Harbour	4802	null	2006-03-03
24003	Frazier	Vito	Aurelio	2002-02-18	M	Y	Sandy Bay	7005	null	2016-04-19
24004	Mire	Kristyn	Shanna	1987-03-13	F	Y	Wollongong	2500	null	2005-01-11
24005	Garrett	Vickie	Christa	1994-06-14	F	Y	Glebe (NSW)	2037	null	2000-05-20
24006	Huang	Emmanuel	Royce	1936-04-15	M	Y	Cromer (NSW)	2099	null	2004-01-18
24007	Sherrill	Jeanetta	Dawn	1999-08-16	F	Y	Varsity Lakes	4227	null	2009-01-02
24008	Daum	Kim	Jaimie	1967-09-20	F	Y	Burwood (NSW)	2134	null	2002-08-22
24009	Ruggles	Micheal	Sid	1999-06-08	M	Y	Trafalgar South	3824	null	2009-02-16
24010	Seidel	Reginald	Vince	1954-07-28	M	Y	Coburg	3058	null	2017-10-22
24011	Wyant	Wesley	Clifton	2001-02-08	M	Y	Wellington Point	4160	null	2015-12-02
24012	Clevenger	Shaina	Shelby	1981-05-26	F	Y	Laidley	4341	null	2016-06-12
24013	Landreth	Sang	Dong	1990-05-04	M	Y	Port Kennedy	6172	null	2002-02-07
24014	Dandrea	Stanley	Kristofer	1983-05-27	M	Y	Lawson (NSW)	2783	null	2001-01-05
24015	Wightman	Eleanor	Windy	1975-07-25	F	Y	Runaway Bay	4216	null	2002-05-10
24016	Everly	Sherryl	Latanya	1944-07-08	F	N	Belconnen	2617	null	2007-10-07
24017	Harty	Frances	Antony	1961-05-28	M	Y	Highfields (NSW)	2289	null	2013-10-28
24018	Orange	Sol	Deandre	1998-05-16	M	Y	Rouse Hill	2155	null	2013-05-07
24019	Bakken	Odell	Luis	1958-05-09	M	Y	Elizabeth Vale	5112	null	2009-01-06
24020	Schad	Ellen	Kate	1934-04-02	F	N	Keilor Park	3042	null	2000-08-25
24021	Chesnut	Stephani	Jacque	1956-08-11	F	Y	Narraweena	2099	null	2011-06-17
24022	Harbaugh	Orville	Lamont	2010-02-24	M	Y	Otford	2508	null	2017-03-20
24023	Gallaher	Rona	Colette	1988-06-26	F	Y	Chester Hill	2162	null	2013-02-25
24024	Mazur	Stephanie	Morgan	1976-06-26	F	Y	Varsity Lakes	4227	null	2018-04-08
24025	Range	Lyman	Max	1982-03-28	M	Y	Chester Hill	2162	null	2007-11-24
24026	Naughton	Kendall	Enrique	1974-10-23	M	N	Hazelbrook	2779	null	2001-07-20
24027	Nuss	Mona	Violeta	2000-11-06	F	Y	Ashfield (NSW)	2131	null	2005-12-07
24028	Poorman	Lea	Debra	2005-12-26	F	Y	Greystanes	2145	null	2018-01-05
24029	Ducote	Kyra	Phoebe	1941-08-15	F	Y	Punchbowl (Tas.)	7249	null	2007-09-13
24030	Dombrowski	Jamel	Quincy	1962-12-26	M	Y	Old Guildford	2161	null	1999-03-03
24031	Parkhurst	Florentino	Edwardo	1987-07-10	M	Y	Mount Richon	6112	null	2004-01-01
24032	Mcguigan	Edwin	Benito	1980-11-09	M	Y	Manning	6152	null	2005-04-28
24033	Raiford	Hubert	Alberto	1991-04-10	M	Y	Ridgehaven	5097	null	2002-07-26
24034	Wynn	Armida	Alpha	1975-09-07	F	Y	Northcote	3070	null	2015-06-26
24035	Chaplin	Augustine	Vada	1942-03-26	F	Y	Hungary	International	null	2006-03-08
24036	Teter	Darline	Terra	1984-02-17	F	Y	Stepney	5069	null	2015-02-10
24037	Kerns	Kaye	Fannie	1951-04-25	F	Y	Balwyn North	3104	null	2001-11-06
24038	Wilhite	Elvin	Gale	1944-07-10	M	Y	East Maitland	2323	null	2004-09-28
24039	Tucker	Sherman	Clay	1965-09-25	M	Y	Narre Warren	3805	null	2013-12-25
24040	Davison	Allen	Colby	1975-02-06	M	Y	Rosenthal Heights	4370	null	2014-06-09
24041	Hitch	Mose	Danny	1981-05-06	M	Y	Kareela	2232	null	2016-05-08
24042	East	Briana	Hannah	1973-01-06	F	Y	Turrella	2205	null	2009-08-20
24043	Bernstein	Sarita	Jacalyn	1990-08-23	F	Y	New Zealand	International	null	2013-05-20
24044	Quarles	Dianna	Arline	1991-12-04	F	Y	Frankston South	3199	null	2012-05-10
24045	Jarrett	Raphael	Kelly	1989-04-10	M	Y	Thora	2454	null	2002-03-27
24046	Leatherman	Daren	Floyd	1986-09-16	M	Y	Waitara	2077	null	2011-05-27
24047	Lines	Sigrid	Marjory	2001-12-16	F	Y	Willow Vale (Qld)	4209	null	2009-06-24
24048	Cyrus	Jeramy	Milford	2006-05-27	M	Y	Dandenong North	3175	null	2014-01-22
24049	Dempsey	Audrey	Tamra	1995-01-01	F	Y	Heywood	3304	null	1999-01-18
24050	Ramey	Buford	Lon	1949-01-10	M	N	Homebush (Qld)	4740	null	2017-06-18
24051	Kitchen	Keith	Owen	1965-06-12	M	Y	Mango Hill	4509	null	1999-03-19
24052	Peeples	Octavia	Alecia	1949-10-09	F	Y	Eastwood (NSW)	2122	null	1999-04-13
24053	Mcgann	Demarcus	Douglas	1980-10-13	M	Y	Carlton North	3054	null	2002-06-09
24054	Morley	Caren	Donna	1944-05-07	F	N	Tempe	2044	null	2008-03-01
24055	Crum	Zola	Vernell	1978-12-23	F	Y	Canada	International	null	2009-05-22
24056	Falk	Vernell	Clair	2001-07-08	F	Y	Melton West	3337	null	2018-04-03
24057	Greenleaf	Dedra	Teresita	1950-08-14	F	Y	Stanhope Gardens	2768	null	2002-10-04
24058	Arp	Guy	Lloyd	1956-07-20	M	Y	Summer Hill (Ashfield - NSW)	2130	null	2001-11-23
24059	Fairman	Chana	Cathie	1981-02-20	F	Y	Glenella	4740	null	2001-03-12
24060	Lunn	Wm	Ken	1962-03-02	M	Y	Logan Central	4114	null	2008-12-03
24061	Lucey	Rocco	Tim	1984-07-22	M	Y	Lidcombe	2141	null	2015-09-26
24062	Starkey	Cheryle	Octavia	1967-03-27	F	Y	Sherwood (Qld)	4075	null	2013-11-19
24063	Lain	Jenni	Lyndsey	1996-07-11	F	Y	Westcourt	4870	null	2011-11-04
24064	Dunlap	Dan	Vern	1993-05-24	M	Y	Braybrook	3019	null	2013-07-06
24065	Sayers	Jeanine	Francis	1988-03-11	F	Y	Canterbury (Vic.)	3126	null	2010-05-07
24066	Kraus	Elise	Elisha	1989-06-17	F	Y	India	International	null	2012-07-25
24067	Lewandowski	Janey	Fawn	2009-12-25	F	Y	Poland	International	null	2018-09-28
24068	Seaton	Genaro	Carlo	1979-02-26	M	Y	Benowa	4217	null	2006-03-07
24069	Hogan	Charity	Gaye	1969-02-16	F	Y	Bell Post Hill	3215	null	2015-06-20
24070	Skipper	Elisha	Allan	1997-06-12	M	Y	Roxburgh Park	3064	null	2005-06-18
24071	Wilcher	Devon	Rolf	1983-05-14	M	Y	Wonglepong	4275	null	2013-11-10
24072	Woodward	Juan	Hiram	1953-09-23	M	Y	Woodvale (WA)	6026	null	2008-05-27
24073	Laux	Kip	Sammie	1985-11-28	M	Y	Carrum Downs	3201	null	2016-01-04
24074	Berkley	Tad	Ethan	1965-11-09	M	Y	Mooroolbark	3138	null	2011-02-20
24075	Gholson	Rina	Mechelle	1944-09-04	F	N	Racecourse	4740	null	2013-12-01
24076	Krull	Elmer	Heath	1980-04-11	M	Y	Nunawading	3131	null	1999-12-04
24077	Beamer	Hubert	Charlie	1949-04-14	M	Y	Germany	International	null	2003-06-13
24078	Clapp	Erica	Jeane	1983-12-26	F	Y	The Mine	4714	null	2010-10-26
24079	Tunnell	Liane	Monica	1951-10-03	F	Y	Watermans Bay	6020	null	2003-05-27
24080	Scarlett	Sebastian	Guy	2003-02-08	M	Y	Carlton (Vic.)	3053	null	2016-10-17
24081	Sutphin	Emmett	Edwin	1945-10-24	M	Y	Kitchener	2325	null	2007-10-02
24082	Brien	Selena	Courtney	1935-06-04	F	Y	Padstow	2211	null	2000-05-21
24083	Aikens	Fay	Dean	1958-05-04	F	N	Japan	International	null	2007-01-28
24084	Slate	Silas	Dorian	1955-02-06	M	N	Corowa	2646	null	2016-09-08
24085	Adcock	Leigh	Cedric	1945-12-15	M	N	Yeronga	4104	null	2013-03-17
24086	Rawlings	Rosalina	Elsa	1998-12-05	F	N	Melton (Vic.)	3337	null	2008-02-05
24087	Hiers	Roland	Micah	1953-05-07	M	Y	Kingswood (SA)	5062	null	2014-12-08
24088	Partin	Kyung	Julissa	1979-10-21	F	Y	Balgowlah Heights	2093	null	2015-02-17
24089	Karl	Lorene	Princess	1966-03-04	F	Y	Elwood	3184	null	2007-05-13
24090	Murchison	Eduardo	Wyatt	1982-06-21	M	Y	Underwood (Qld)	4119	null	2005-10-20
24091	Reiss	Theron	Gino	1946-04-08	M	Y	Liverpool	2170	null	2012-06-07
24092	Munroe	Bennie	Elmo	1958-01-06	M	Y	Augustine Heights	4300	null	2000-09-03
24093	Rosenbaum	Sun	Lessie	1960-07-11	F	Y	Brighton-le-Sands	2216	null	2011-08-18
24094	Barrow	Garfield	Monte	1949-11-13	M	Y	Bentleigh	3204	null	2018-05-24
24095	Gaston	Filiberto	Forest	1966-02-14	M	Y	Langwarrin	3910	null	2000-04-28
24096	Garnes	Ramiro	Denis	1944-10-24	M	N	Spence (ACT)	2615	null	2008-04-19
24097	Odonnell	Wm	Kraig	1995-06-28	M	Y	Liberia	International	null	2005-04-14
24098	Rayburn	Sherwood	Ty	1958-07-16	M	Y	Bittern	3918	null	2018-01-06
24099	Trottier	Paul	Therese	1994-05-21	F	Y	Coorparoo	4151	null	2012-08-01
24100	Oster	Rebekah	Brittany	2002-08-20	F	Y	North Epping	2121	null	2010-01-19
24101	Rich	Dave	Solomon	1982-01-09	M	Y	North Narrabeen	2101	null	2008-12-26
24102	Eiland	Holly	Elida	1997-10-25	F	Y	Wandearah East	5523	null	2015-02-09
24103	Hoyle	Dena	Kori	1991-06-25	F	Y	Wakerley	4154	null	2011-12-04
24104	Burd	Granville	Aldo	1992-12-24	M	Y	Jerusalem	5554	null	2018-04-15
24105	Spears	Gaston	Santos	1963-10-27	M	Y	Mount Eliza	3930	null	2010-06-14
24106	Bunting	Amie	Aurelia	1992-12-13	F	Y	Lower Inman Valley	5211	null	2015-09-06
24107	Herrmann	Daniel	Precious	1995-11-07	F	Y	Mooroolbark	3138	null	1999-10-22
24108	Lipsey	Jeff	Fletcher	1949-01-06	M	Y	Springvale South	3172	null	2005-08-21
24109	Poston	Elisha	Deidre	1963-07-18	F	Y	Mays Hill	2145	null	2013-01-12
24110	Matz	Corrie	Leisa	1944-10-06	F	Y	Camira (Qld)	4300	null	2006-12-22
24111	Epperson	Sonja	Georgina	1991-01-28	F	Y	Mount Waverley	3149	null	2011-11-02
24112	Manos	Cleo	Candi	1945-02-11	F	N	Berowra	2081	null	2007-03-13
24113	Prichard	Trena	Anh	1947-05-08	F	Y	Edmonton	4869	null	2014-10-02
24114	Victory	Matt	Arthur	1942-12-01	M	Y	Scarborough (WA)	6019	null	2005-01-22
24115	Frye	Robt	Donald	1946-06-12	M	Y	Nigeria	International	null	2009-10-02
24116	Chenault	Sterling	Irvin	1980-01-04	M	Y	Dromana	3936	null	2014-07-20
24117	Gober	Todd	Donn	1991-07-24	M	Y	Argentina	International	null	2007-11-05
24118	Mccarter	Henry	Owen	1971-05-25	M	N	Bulimba	4171	null	2010-03-04
24119	Hansen	Clark	Domingo	1993-02-22	M	Y	Tanah Merah	4128	null	2010-03-11
24120	Ketchum	Scarlett	Rubye	1977-01-07	F	Y	Mont Albert	3127	null	2011-06-13
24121	Tanaka	Vernell	Mariana	1942-01-23	F	Y	Croydon South	3136	null	2011-11-24
24122	Albrecht	Ruthann	Florida	1948-12-25	F	Y	Lindfield	2070	null	2017-10-13
24123	Person	Ralph	Andre	1992-02-23	M	Y	Springvale (Vic.)	3171	null	1999-07-02
24124	Ricketts	Kathie	Muriel	1962-03-28	F	Y	Larapinta (NT)	0870	null	2011-09-12
24125	Archibald	Mireya	Desiree	1960-03-15	F	Y	Kingston (Qld)	4114	null	2015-02-05
24126	Owensby	Modesto	Fletcher	1992-11-23	M	Y	Cannons Creek	3977	null	2002-11-07
24127	Priest	Kimberlee	Angelia	1987-10-08	F	Y	Burundi	International	null	2014-06-08
24128	Bonar	Lucio	Scottie	1987-06-01	M	Y	Asquith	2077	null	2017-05-07
24129	Stiner	Cameron	Winifred	2002-09-02	F	Y	Tatura	3616	null	2013-04-10
24130	Askew	Pierre	Marshall	1950-02-16	M	Y	North Nowra	2541	null	2009-08-14
24131	Boland	Maribel	Vesta	1958-02-13	F	Y	Thurgoona	2640	null	2018-10-17
24132	Boaz	Geoffrey	Earnest	1961-03-22	M	Y	Broken Hill	2880	null	2016-12-21
24133	Mossman	Clara	Paulette	1984-07-05	F	Y	Baulkham Hills	2153	null	2012-06-24
24134	Vanhook	Leonor	Lennie	1950-08-01	F	Y	Gagebrook	7030	null	2018-04-26
24135	Burdett	Robby	Grover	1992-08-27	M	Y	Redland Bay	4165	null	2000-06-18
24136	Gowdy	Darryl	Ernest	1982-05-08	M	Y	Bringelly	2556	null	2018-11-21
24137	Shrewsbury	Daria	Marla	1974-06-12	F	Y	Kooralbyn	4285	null	2016-03-18
24138	Hinkle	Arturo	Ali	2010-09-12	M	Y	Wandana Heights	3216	null	2018-02-02
24139	Bernard	Mellisa	Brandi	1952-09-06	F	Y	Greenvale (Vic.)	3059	null	2000-01-21
24140	Milford	Maxwell	Paul	1941-01-23	M	N	French Guiana	International	null	2007-04-26
24141	Litz	Rey	Kieth	1969-08-21	M	Y	Woodpark	2164	null	2006-01-04
24142	Spring	Hector	Arthur	1974-07-03	M	Y	Wattleup	6166	null	2011-08-01
24143	Osborne	Kendall	Dessie	1985-10-11	F	Y	Kalimna	3909	null	2014-03-19
24144	Oakes	Angeline	Alecia	1968-02-28	F	Y	Bohle	4818	null	2002-09-12
24145	Bergeron	Sophie	Lillian	1985-08-15	F	Y	Parmelia	6167	null	2003-03-27
24146	Sawyer	Julia	Delilah	1944-05-23	F	Y	Greta West	3675	null	2007-01-10
24147	Reimers	Johnnie	Preston	1962-06-14	M	Y	Cameroon	International	null	2008-08-15
24148	Struble	Becky	Roxie	1951-06-14	F	Y	Kings Langley	2147	null	2009-05-21
24149	Rohrer	Eugene	Maria	1977-02-26	M	Y	Innaloo	6018	null	2005-07-26
24150	Lanning	Kraig	Sid	1999-08-26	M	Y	Long Gully	3550	null	2003-08-07
24151	Backer	Chang	Jackson	1962-12-09	M	Y	Hastings (Vic.)	3915	null	1999-05-27
24152	Huss	Norman	Aron	1975-03-08	M	Y	Engadine	2233	null	2006-04-02
24153	Swann	Chang	Santo	1965-12-08	M	Y	Pakenham	3810	null	2011-01-23
24154	Guess	Modesto	Kendall	1981-02-25	M	Y	Azerbaijan	International	null	2014-01-22
24155	Sasser	Kia	Lavina	1955-10-04	F	Y	Seabrook	3028	null	2012-07-10
24156	Okane	Leora	Teresita	2000-12-28	F	Y	Mickleham	3064	null	2015-10-01
24157	Royal	Raul	Lyman	1998-05-03	M	Y	Klemzig	5087	null	2013-10-14
24158	Koon	Kasey	Waldo	1950-06-24	M	Y	Heckenberg	2168	null	2006-08-13
24159	Stoltz	Erika	Reyna	1935-01-17	F	N	Slacks Creek	4114	null	2004-01-10
24160	Pinder	Ariel	Santiago	1963-12-22	M	Y	Gabon	International	null	2000-03-02
24161	Deck	Florine	Jettie	1938-01-01	F	Y	South Morang	3752	null	2004-07-05
24162	Littrell	Dick	Merrill	1970-12-10	M	Y	Murrumbeena	3163	null	2013-09-25
24163	Fabre	Lanny	Fletcher	1960-02-27	M	N	Hampton East	3188	null	2008-12-02
24164	Pond	Reyes	Aurelio	1981-12-04	M	Y	Charmhaven	2263	null	2002-02-22
24165	Hipps	Kerri	Elvia	1948-06-20	F	Y	Wedge Island	6044	null	2000-12-09
24166	Mccullen	Maryellen	Lani	2011-10-16	F	Y	Tinana South	4650	null	2016-03-04
24167	Mason	Caleb	Stewart	1959-05-21	M	Y	Dharruk	2770	null	2005-03-18
24168	Counts	Latonya	Luann	1962-05-08	F	Y	Castle Hill (NSW)	2154	null	2003-08-08
24169	Ernst	Enoch	Byron	1960-10-16	M	N	Kuraby	4112	null	2009-10-17
24170	Rennie	Mandi	Mei	2003-01-27	F	Y	Wangaratta South	3678	null	2015-03-04
24171	Keegan	Ingrid	Pearline	1985-09-26	F	Y	Mexico	International	null	2011-01-04
24172	Wardell	Trudy	Enedina	1956-12-16	F	Y	Worongary	4213	null	2017-11-03
24173	Woodhouse	Nickolas	Darren	1955-03-16	M	Y	Dingley Village	3172	null	2015-05-19
24174	Himes	Kate	Arleen	1955-05-20	F	Y	Loganlea	4131	null	2017-02-01
24175	Tye	Amelia	Lettie	1943-06-23	F	Y	Wungong	6112	null	1999-08-02
24176	Pratt	Ricardo	Dwain	1967-09-03	M	Y	Trafalgar South	3824	null	2016-07-03
24177	Mcglone	Lavada	Denice	1997-04-12	F	Y	Lovedale	2325	null	2004-02-07
24178	Molnar	Adella	Ericka	1985-05-20	F	Y	Tewantin	4565	null	2005-06-05
24179	Aucoin	Mckinley	Sol	1992-02-15	M	Y	Ripponlea	3185	null	2000-08-21
24180	Sears	Luella	Josefina	2008-03-16	F	Y	Wangara	6065	null	2016-02-19
24181	Koski	Daren	Hilton	1962-10-14	M	Y	Lalor Park	2147	null	2015-05-15
24182	Standley	Colin	Francis	1971-06-19	M	Y	Kogarah	2217	null	2001-06-24
24183	Mark	Rudolf	Toby	1986-04-13	M	Y	Kooralbyn	4285	null	2010-05-06
24184	Farquhar	Belva	Brittney	1971-02-14	F	Y	Peppermint Grove	6011	null	2017-10-27
24185	Worden	Hellen	Cheyenne	1997-10-17	F	Y	Lalor Park	2147	null	2013-06-14
24186	Siegfried	Guy	Nicholas	1984-12-17	M	Y	Moonah	7009	null	2000-11-12
24187	Null	Myles	Omar	1939-04-16	M	Y	Rose Bay (Tas.)	7015	null	2008-12-15
24188	Oswald	Gale	Lonny	1949-07-19	M	N	New Farm	4005	null	2016-10-08
24189	Baumgardner	Brittany	Ilona	1942-06-21	F	N	Beach Holm	4818	null	2011-12-17
24190	Chubb	Tracy	Odis	1974-05-12	M	N	Bonnet Bay	2226	null	2012-08-14
24191	Steinmetz	Lanny	Lamar	1994-08-03	M	Y	Marshall	3216	null	2014-09-04
24192	Rasmussen	Hildegard	Delphia	2001-12-22	F	Y	Tooradin	3980	null	2016-09-02
24193	Goebel	Dwain	Chester	1956-07-07	M	Y	Waterloo (NSW)	2017	null	2007-06-10
24194	Pearcy	Glenna	Hallie	1995-10-08	F	Y	Tieri	4709	null	2001-09-27
24195	Eggers	Dario	Ty	1960-09-24	M	Y	Connolly	6027	null	2018-09-13
24196	Penner	Florentino	Ramon	1963-03-11	M	Y	Dudley	2290	null	2018-07-12
24197	Mcdougal	Dewey	Vaughn	1993-07-18	M	Y	Clyde (NSW)	2142	null	2014-01-22
24198	Klug	Dudley	Moses	1955-10-18	M	Y	Ridgewood (WA)	6030	null	2015-06-22
24199	Owsley	Rodrick	Darrell	1970-09-22	M	Y	Jamaica	International	null	2004-10-24
24200	Tilghman	Melonie	Chrystal	1969-08-18	F	Y	Davidson	2085	null	2008-11-03
24201	Troup	Jack	Normand	2003-04-14	M	Y	Mitcham (Vic.)	3132	null	2009-02-22
24202	Dutcher	Dominique	Bernie	1943-02-07	M	N	Bateman	6150	null	2010-03-25
24203	Jarvis	Beryl	Sanjuana	1984-12-07	F	Y	Tullamarine	3043	null	2007-02-07
24204	Hogan	Lyndsey	Valentina	1966-09-03	F	Y	Mount Cotton	4165	null	2018-12-14
24205	Hulett	Soon	Thelma	1952-01-22	F	Y	Lakemba	2195	null	2016-12-02
24206	Catalano	Royal	Margarito	1935-02-24	M	Y	Forest Glen (Qld)	4559	null	2001-11-06
24207	Kitts	Shannon	Justina	1983-01-07	F	Y	Oxley (Qld)	4075	null	2013-05-06
24208	Choe	Jules	Dwain	1996-06-10	M	Y	Blaxland (NSW)	2774	null	2001-06-26
24209	Riggleman	Celestine	Alvina	1982-12-25	F	Y	Donnybrook (Qld)	4510	null	2003-06-04
24210	Merritt	Giuseppe	Rupert	1943-08-22	M	N	St Ives Chase	2075	null	2012-02-14
24211	Maley	Kecia	Valentina	1965-11-11	F	Y	Irishtown (WA)	6401	null	2010-09-17
24212	Curry	Rusty	Franklin	1960-09-02	M	Y	St Helena	3088	null	2014-08-06
24213	Pesce	Melonie	Abbey	1981-08-09	F	Y	Colongra	2262	null	2013-12-10
24214	Foss	Lakeisha	Shara	2002-12-25	F	Y	Como (WA)	6152	null	2009-04-23
24215	Cullen	Rosaline	Albertha	1957-10-19	F	Y	Menzies Creek	3159	null	2010-11-10
24216	Frechette	Herschel	Richie	1961-02-03	M	Y	Mernda	3754	null	2015-10-15
24217	Keffer	Don	Warner	1997-09-04	M	Y	Laos	International	null	2001-02-23
24218	Durham	Antoine	Boyd	1954-11-10	M	Y	Eglinton (NSW)	2795	null	2006-02-24
24219	Roush	Deloris	Nakia	1978-07-03	F	Y	Brooklyn Park	5032	null	1999-10-22
24220	Andress	Janina	Pearl	1991-03-07	F	Y	Croydon Park (NSW)	2133	null	2017-06-11
24221	Sexton	Krystyna	Haydee	1963-03-21	F	Y	Netherlands	International	null	1999-09-20
24222	Libby	Tommy	Quincy	1989-07-15	M	N	Peel	2795	null	2013-02-06
24223	Ellison	Ebony	Cathie	1989-12-01	F	Y	Kings Beach	4551	null	2008-05-23
24224	Dotson	Sabra	Hellen	1960-12-25	F	Y	Mexico	International	null	2017-12-03
24225	Dinkins	Heath	Luciano	1992-09-22	M	Y	Inman Valley	5211	null	2006-09-28
24226	Mantooth	Maura	Aubrey	1950-12-12	F	Y	Stanhope Gardens	2768	null	2004-02-12
24227	Lewin	Lara	Venessa	1959-04-28	F	Y	Runaway Bay	4216	null	2001-11-12
24228	Vandyke	Kareem	Scottie	1947-01-03	M	Y	Armenia	International	null	2009-06-13
24229	Tew	Joanie	Bernadine	1970-05-07	F	Y	Angle Vale	5117	null	2012-05-10
24230	Vanbuskirk	Muriel	Claire	1933-10-17	F	Y	Jannali	2226	null	2002-02-16
24231	Lawton	Floyd	Jayson	1944-05-23	M	Y	Warrandyte South	3134	null	2004-03-05
24232	Sand	Shon	Jaime	1976-04-25	M	Y	Hawthorn (Vic.)	3122	null	2001-03-27
